URL,High Delay,RTT
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,2.2429655040000003
http://localhost:5000/safe/1/page?id=SLEEP(1),1,3.426919183
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,1.575652125
http://localhost:5000/safe/1/page?id=SLEEP(1),1,3.040265585
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,0.908850282
http://localhost:5000/safe/1/page?id=SLEEP(1),1,3.312562693
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,1.7563948540000003
http://localhost:5000/safe/1/page?id=SLEEP(1),1,1.381486214
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,1.1206286060000001
http://localhost:5000/safe/1/page?id=SLEEP(1),1,2.075429385
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,3.364016682
http://localhost:5000/safe/1/page?id=SLEEP(1),1,1.524972625
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,4.64479532
http://localhost:5000/safe/1/page?id=SLEEP(1),1,3.280067728
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,1.9875734049999998
http://localhost:5000/safe/1/page?id=SLEEP(1),1,4.030457891
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,2.828156102
http://localhost:5000/safe/1/page?id=SLEEP(1),1,1.9866395529999998
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,3.218042872
http://localhost:5000/safe/1/page?id=SLEEP(1),1,4.809179216
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,4.186821908
http://localhost:5000/safe/1/page?id=SLEEP(1),1,7.090623141
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,4.892731251
http://localhost:5000/safe/1/page?id=SLEEP(1),1,2.48065259
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,3.361932305
http://localhost:5000/safe/1/page?id=SLEEP(1),1,4.60633722
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,1.8202234619999997
http://localhost:5000/safe/1/page?id=SLEEP(1),1,2.931495015
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,1.9924185920000002
http://localhost:5000/safe/1/page?id=SLEEP(1),1,1.5155295949999998
http://localhost:5000/safe/1/page?id=SLEEP(0.05),0,6.744419999
