URL,High Delay,RTT
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.950136529
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.502816601999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.640674831
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.861319636
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,5.191121165
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.944467470999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.1895469739999998
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.908779523000001
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.996076448
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.764566379000001
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,4.7648073680000005
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.377214388
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.2904492760000004
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.462774144
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.898999096
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.157866943
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.266594256
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.552200308
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.308988053
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,5.8699176379999995
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.472475285
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,9.96913046
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.78307775
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.262795953
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.2553248270000004
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.643279067
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.6204935
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.541306972999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.9315435009999997
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.954272755
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.597215912
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.854188465999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,4.754402966
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.6751506009999995
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.363428365
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.517711244
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.6455803970000003
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,5.991854433
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,5.991391451
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.734549565
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.598429774
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,9.259079691
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.710655427
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.439748752
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.812243417
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.099773613
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,4.122455531
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.636397156
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.358968564
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.3134206
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.490025904
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.868737797
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.961098106
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.150284532000001
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,4.075668999
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,12.403230493
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,5.906677752
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.544854401
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.74547661
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.77571407
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.718399492
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,9.270370955
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.5896918490000003
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.590918074
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.845894198
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,9.365028476
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.8052929769999997
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,9.899259378
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.697541198
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.165944684
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.20791409
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.540834695999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.52668497
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.993767772
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.968394525
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,9.261111621
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.979561261
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.6307874469999994
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.054000744
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.642198146
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,1.98634423
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.779498084
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.729947943
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.390601709999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.3048018590000003
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.21173419
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.840294982
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.347287504999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,4.999493451
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.534261245
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.747149897
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.3575945560000005
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,5.836023621
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.308723823000001
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.721017897
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,7.74974461
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.9761442
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.82133318
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.9979703769999997
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,6.620108656
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.882444565
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.496493955999998
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,3.650119781
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.631553275
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,4.619009224
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,9.955597736000001
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,5.690273535
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.419781018
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,4.201326422
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,8.706058651
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,2.9922340839999997
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.181174976
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.972291561999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.372629299
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,4.113969344
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,9.250821702
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.441237103
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.825654176
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,5.947782886
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,9.386274624999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,4.590958319
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.496617622
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,5.876002968000001
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,16.566241794
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,6.047985216
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.643027729
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.8306286069999995
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.515076756
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,5.969108494
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,12.429635618999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,8.021340616
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,9.61344471
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,5.5342264100000005
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.397861939
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.517505825
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,13.592882299000001
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,6.845219644
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,10.523968923
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.547624775
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,11.704769246
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,6.1759375389999995
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,11.748253673
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.641815295
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,13.395151386
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,5.723521154
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,11.651059752
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.514885452
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,14.73292047
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.4974801179999995
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,11.255071796000001
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.309139317
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,11.170117081
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.607897355
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,12.292200246
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,10.108743239999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,15.331190861
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.585008883
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,13.3600073
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,8.575859357999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,13.04330574
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,8.848105963
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,13.855914435
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,8.089600835999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,14.534699123
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.645790864
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,12.422025115
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,10.043031231
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,16.209326081999997
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,7.878116465000001
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,12.807544382
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,11.184205753999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,14.09197823
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.8946838
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,14.581208069
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.427058275
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,17.447551166
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.800169392
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,20.524383724
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,10.024375996
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,15.286985829999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.069972190000001
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,15.702244037999998
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,13.051109277999998
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,14.503260262
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.334638021
