URL,Sleep Delay,RTT,Vulnerable
http://localhost:5000/vulnerable/2/page?id=SLEEP(1),1,7.487621185,1
http://localhost:5000/vulnerable/3/page?id=SLEEP(1),1,7.087979912000001,1
http://localhost:5000/vulnerable/4/page?id=SLEEP(1),1,12.783272584999999,1
http://localhost:5000/vulnerable/5/page?id=SLEEP(1),1,8.773645726,1
http://localhost:5000/vulnerable/6/page?id=SLEEP(1),1,9.015174551,1
http://localhost:5000/vulnerable/7/page?id=SLEEP(1),1,10.027967808,1
http://localhost:5000/vulnerable/8/page?id=SLEEP(1),1,10.254094591000001,1
http://localhost:5000/vulnerable/9/page?id=SLEEP(1),1,7.206850931,1
http://localhost:5000/vulnerable/10/page?id=SLEEP(1),1,6.851585741999999,1
http://localhost:5000/vulnerable/11/page?id=SLEEP(1),1,7.428785992,1
http://localhost:5000/vulnerable/12/page?id=SLEEP(1),1,9.264928438,1
http://localhost:5000/vulnerable/13/page?id=SLEEP(1),1,7.104315175,1
http://localhost:5000/vulnerable/14/page?id=SLEEP(1),1,9.014123865,1
http://localhost:5000/vulnerable/15/page?id=SLEEP(1),1,10.276044191,1
http://localhost:5000/vulnerable/16/page?id=SLEEP(1),1,8.201600904,1
http://localhost:5000/vulnerable/17/page?id=SLEEP(1),1,8.360159782,1
http://localhost:5000/vulnerable/18/page?id=SLEEP(1),1,8.209327413999999,1
http://localhost:5000/vulnerable/19/page?id=SLEEP(1),1,7.491467757,1
http://localhost:5000/vulnerable/20/page?id=SLEEP(1),1,6.643789605,1
http://localhost:5000/vulnerable/21/page?id=SLEEP(1),1,9.762309694,1
http://localhost:5000/vulnerable/22/page?id=SLEEP(1),1,13.264231603,1
http://localhost:5000/vulnerable/23/page?id=SLEEP(1),1,6.935895623,1
http://localhost:5000/vulnerable/24/page?id=SLEEP(1),1,9.725075976000001,1
http://localhost:5000/vulnerable/25/page?id=SLEEP(1),1,7.864936836999999,1
http://localhost:5000/vulnerable/26/page?id=SLEEP(1),1,9.773134701,1
http://localhost:5000/vulnerable/27/page?id=SLEEP(1),1,8.18237137,1
